"GOELECTRIX","['Transport & Logistique', 'référence', 'achat', 'location', 'véhicule', 'électrique', 'BtoB', 'BtoC']","La référence pour l’achat et la location d’un véhicule électrique"
"DATACORP","['SSII & NTIC', 'Cloud', 'conseil', 'services', 'technologiques', 'progiciels', 'métier', 'BtoB']","Acteur innovant dans les domaines du conseil, des services technologiques et des progiciels métier"
"CROSSCALL","['Electronique & Composants', 'Télecommunication', 'mobiles', 'Outdoor', 'étanches', 'résistant', 'sportifs', 'BtoC']","Mobiles et smartphones Outdoor, étanches et résistant à la poussière destinés aux sportifs et professionnels exigeants"
"AZZURA LIGHTS","['Jeux, Jouets', '', 'Créateurs', 'jeux', 'pédagogiques', 'innovants', 'écologiques', 'BtoB', 'BtoC']","Créateurs de jeux pédagogiques, innovants et écologiques"
"ART GOODIES","['Art, Culture, Loisirs, Sport', 'art', 'accessible', 'tous', 'BtoC']","L’art accessible à tous"
"EKESTRIAN","['Services aux particuliers', 'vente', 'achat', 'chevaux', 'BtoC', 'BtoB']","Plateforme de mise en relation pour acheter un cheval de CSO rapidement et en toute sécurité"
"OBO","['Mode, Textile, Beauté', 'bouteille', 'parfum', 'étanche', 'bijou', 'BtoC']","La plus petite bouteille de parfum étanche qui se porte en bijou"
"BEYABLE","['Services aux entreprises', 'Marketing, communication', 'entreprises', 'aider', 'visiteurs', 'web', 'mobile', 'BtoB']","Permet aux entreprises de mieux aider leurs visiteurs sur web et mobile"
"SMARTAUTOSTOP","['Transport & Logistique', 'Service', 'covoiturage', 'temps réel', 'smartphone', 'BtoC']","Service de covoiturage en temps réel via smartphone"
"MANDAPAY","['Finance', 'Solution', 'paiement web', 'prélèvement', 'commerce en ligne', 'entreprises', 'BtoB', 'BtoC']","Solution de paiement web par prélèvement pour le commerce en ligne et les entreprises"
"PADAM","['Transport & Logistique', 'Partagez', 'minibus', 'rentrer', 'petit prix', 'BtoC']","Partagez un minibus pour rentrer chez vous simplement et à petit prix"
"TEEMO","['Services aux entreprises', 'Web marketing, publicité en ligne', 'Big Data', 'prédictif', 'Grande Distribution', 'BtoB']","Le Big Data prédictif au service de la Grande Distribution"
"MUGG","['SSII & NTIC', 'big data', 'coffre à souvenirs numérique', 'rencontre', 'web utile', 'webviz', 'BtoB', 'BtoC']","Découvrez un web plus utile"
"SYNTAXTREE","['Jeux, Jouets', 'développement', 'déboguer', 'programmes', 'Visual Studio', 'jeux vidéos', 'BtoB']","Créer et déboguer les programmes Unity directement dans Visual Studio"
"QUINTEN","['Services aux entreprises', 'Conseil', 'conseil', 'valorisation', 'données', 'BtoB']","Société de conseil spécialisée dans la valorisation des données"
"TRADELAB","['Services aux entreprises', 'Marketing, communication', 'Plateforme', 'technologique', 'achat', 'média programmatique', 'ciblage', 'audience', 'BtoB']","Plateforme technologique couplant achat média programmatique et ciblage d’audience"
"CYBELANGEL","['SSII & NTIC', 'Sécurité', 'surveillance', 'détection', 'piratages', 'informatiques', 'BtoB']","Entreprise de surveillance et détection des piratages informatiques"
"ZODIANET","['Electronique & Composants', 'Objets connectés', 'développement', 'objets communicants', 'technologies', 'Internet', 'BtoC']","Société spécialisée dans le développement d'objets communicants associés aux technologies de pointe Internet"
"NECS","['Immobilier, BTP, Architecture', 'BTP, Architecture', 'calcul scientifique', 'génie civil', 'BtoB']","Société de calcul scientifique spécialisée en génie civil"
"IVEA","['Santé, Biotech, Chimie', 'Solutions', 'analyse élémentaire', 'Spectroscopie', 'plasma', 'laser', 'LIBS', 'BtoB']","Solutions complètes d'analyse élémentaire par Spectroscopie de plasma induit par laser (LIBS)"
"EFFILUX","['Electronique & Composants', 'LED, Eclairage', 'Solution', 'éclairages', 'LED', 'industrielle', 'BtoB']","Solution d'éclairages à LEDs pour la vision industrielle"
"SOLARNET","['Cleantech, Energie', 'Energie solaire, Photovoltaique', '', 'Producteur', 'électricité', 'solaire', 'BtoB', 'BtoC']","Producteur d'électricité solaire"
"LISOTHERME","['Santé, Biotech, Chimie', 'Producteur', 'solutions', 'transport', 'température dirigée', 'BtoB']","Producteur de solutions pour le transport sous température dirigée"
"SMARTSIDE","['Cleantech, Energie', 'Développement durable', '', 'Smart Metering', 'Smart Grids', 'BtoB']","Société innovante et experte dans les domaines du Smart Metering et des Smart Grids"
"THERANEXUS","['Santé, Biotech, Chimie', 'Pharmaceutique', 'traitements', 'psychiatrie', 'neurologie', 'BtoB']","Nouveaux traitements dans le domaine de la psychiatrie et de la neurologie"
"VIGILIO","['Santé, Biotech, Chimie', 'Biocapteurs', 'radiocommunicants', 'solutions', 'télémédicales', 'BtoC']","Biocapteurs radiocommunicants et solutions télémédicales"
"PROFILOMIC","['Santé, Biotech, Chimie', 'services', 'analyses', 'chimiques', 'métabolomiques', 'lipidomiques', 'BtoB']","Entreprise innovante qui propose une gamme de services en analyses chimiques, métabolomiques et lipidomiques"
"GENOSTAR","['Santé, Biotech, Chimie', 'bioinformatique', 'analyse', 'données biologiques', 'génomes', 'métabolomes', 'BtoB']","Société de bioinformatique spécialisée dans l'analyse de données biologiques, des génomes aux métabolomes"
"ENDODIAG","['Santé, Biotech, Chimie', 'expert', 'diagnostic', 'endométriose', 'BtoC']","L'expert du diagnostic de l'endométriose"
"DNA THERAPEUTICS","['Santé, Biotech, Chimie', 'médicaments', 'combattant', 'résistance des tumeurs', 'thérapies conventionnelles', 'BtoC']","Développe une nouvelle classe de médicaments combattant la résistance des tumeurs aux thérapies conventionnelles"
"RAYPONSE","['Electronique & Composants', 'Solutions', 'exigences', 'construction durable', 'BtoB', 'BtoC']","Solutions innovantes adaptées aux exigences de la construction durable"
"NANOPLAS","['Electronique & Composants', 'Instrumentation, Capteurs', 'conçoit', 'biens d’équipement', 'traitement', 'plasma', 'BtoB']","Conçoit des biens d’équipement de traitement par plasma"
"SEZAM","['Electronique & Composants', 'Objets connectés', 'gamme', 'objet connecté', 'simplifier', 'BtoC']","Conçoit une gamme d'objet connecté pour vous simplifier la vie"
"VOCALLY","['SSII & NTIC', 'Télecommunication', 'RoboTech', 'Logiciels', 'temps-réel', 'traitement', 'numérique', 'voix', 'BtoB', 'BtoC']","Logiciels temps-réel innovants pour le traitement numérique de la voix"
"PRYNT","['Electronique & Composants', 'Objets connectés', 'photo', 'Polaroid', 'application', 'print', 'BtoC']","La prochaine génération de Polaroid pour Iphone et Android"
"TELEQUID","['SSII & NTIC', 'Media', 'EdTech', 'utiliser', 'téléphone mobile', 'télécommande', 'interactive', 'BtoC']","Permet d'utiliser le téléphone mobile comme une télécommande interactive"
"COORPACADEMY","['Education, Apprentissage', 'EdTech', 'MOOC', 'e-learning', 'apprentissage', 'formation', 'BtoB']","Solutions innovantes d'apprentissage centrées sur l'engagement des utilisateurs"
"SYSTEME POLAIRE","['Services aux entreprises', 'Marketing, communication', 'Agence', 'marketing', 'mobile', 'BtoB']","Agence de marketing mobile"
"SPORTSHOP","['Mode, Textile, Beauté', 'sport', 'magasin', 'ecommerce', 'BtoC']","Site e-commerce de vente d'articles de sport et de loisir haut de gamme"
"NAVX","['SSII & NTIC', 'Media', 'Plateforme', 'contenu géolocalisé', 'appareils GPS', 'BtoC']","Plateforme de contenu géolocalisé destiné aux appareils GPS"
"MY STREAM","['SSII & NTIC', 'Télecommunication', 'Opérateur', 'International', 'Réseaux', 'IP', 'Haute Disponibilité', 'BtoB']","Opérateur International de Réseaux IP Haute Disponibilité"
"MONEXTEL","['SSII & NTIC', 'Télecommunication', 'Recyclage', 'Solidaire', 'téléphones portables', 'BtoC']","Recyclage Solidaire de téléphones portables"
"TICKET SURF","['Finance', 'achat', 'en ligne', 'simple', 'sécurisé', 'BtoC']","L'achat en ligne simple et sécurisé"
"NEOFI SOLUTIONS","['SSII & NTIC', 'Big Data', 'Spécialiste', 'interopérabilité', 'entre applications', 'BtoB']","Spécialiste de l’interopérabilité entre applications"
"VECTORIEL","['Art, Culture, Loisirs, Sport', 'Plateforme', 'diffusion', 'vente', 'ressources vectorielles', 'BtoB', 'BtoC']","Plateforme de diffusion et de vente de ressources vectorielles de qualité à moindre coût"
"DYSKIT","['Art, Culture, Loisirs, Sport', 'Musique', 'musique indépendate', 'artistes', 'vote', '']","Plateforme musicale pour artistes indépendants"
"UBLO","['SSII & NTIC', 'Internet', 'Solution', 'e-commerce', 'vente', 'photo', 'Internet', 'BtoC']","Solution e-commerce pour la vente de photo sur Internet"
"TAKE PART MEDIA","['SSII & NTIC', 'Media', 'Réalise', 'anime', 'média', 'participatif', 'BtoB']","Réalise et anime votre média participatif"
"STORY42","['Jeux, Jouets', 'jeu social', 'filles', '13 à 17 ans', 'BtoC']","Un jeu social pour les filles de 13 à 17 ans"
"SUPAMONKS","['Art, Culture, Loisirs, Sport', 'Cinéma', 'studio', 'animation', 'films d’animation', 'BtoB']","Studio d’animation qui produit des films d’animation pour de nombreux clients"
"KUJJUK","['Services aux entreprises', 'Marketing, communication', 'Solution', 'visuels produits', 'BtoB']","Solution globale pour les visuels produits"
"ENIGMA SYSTEMS","['SSII & NTIC', 'Media', 'nouvelle génération', 'CA', 'business friendly', 'BtoB']","La nouvelle génération de CA sans carte 'business friendly'"
"GYMGLISH","['Education, Apprentissage', 'EdTech', 'Cours', 'anglais', 'en ligne', 'personnalisés', 'BtoC']","Cours d'anglais en ligne personnalisés"
"INNOVATION-TIC","['Finance', 'Plateforme', 'Services', 'Financiers', 'Mobiles', 'BtoB', 'BtoC']","Plateforme de Services Financiers Mobiles"
"F-REG","['Cleantech, Energie', 'Développement durable', '', 'Systèmes', 'régulation', 'eaux pluviales']","Systèmes de régulation des eaux pluviales"
"SIMPLEBAG","['Santé, Biotech, Chimie', 'Sacs', 'pratiques', 'transporter', 'gravats', 'végétaux', 'BtoB', 'BtoC']","Sacs pratiques pour transporter vos gravats, végétaux, ... pour particuliers et professionnels"
"AMARRELO","['SSII & NTIC', 'Télecommunication', 'SMS', 'entreprises', 'organismes de santé', 'BtoB']","Le spécialiste du SMS pour les entreprises et les organismes de santé"
"CLIMAKID","['Mode, Textile, Beauté', 'bébés', 'vêtements', 'thermique', 'textile', 'innovant', 'BtoC']","La première marque dédiée au confort thermique de l'enfant"
"TIMEFY","['Mode, Textile, Beauté', 'Vente en ligne des plus belles montres design et tendance']","Vente en ligne des plus belles montres design et tendance"
"WECONEXT","['Services aux entreprises', 'Marketing, communication', 'Plateforme', 'Web', 'sécurisée', 'experts', 'BtoB']","Plateforme Web sécurisée pour experts"
"SAFETY LINE","['Transport & Logistique', 'Solutions', 'gestion', 'risques', 'transport aérien', 'BtoB']","Solutions innovantes pour la gestion des risques dans le domaine du transport aérien"
"OUTWIT TECHNOLOGIES","['SSII & NTIC', 'Internet', 'utilitaires', 'Firefox', 'récolter', 'informations', 'fichiers', 'Internet', 'BtoB', 'BtoC']","Edite une série d’utilitaires pour Firefox permettant de récolter des informations et fichiers sur Internet"
"OPASE","['Services aux entreprises', 'Marketing, communication', 'solution', 'OBMS', 'gestion', 'ressources externes', 'BtoB']","Propose la solution OBMS pour la gestion globale de l'ensemble de vos ressources externes"
"NETSAS","['SSII & NTIC', 'Cloud', 'édition', 'conception', 'logiciels', 'BtoB']","Société innovante d’édition et de conception de logiciels"
"MEDIATECH SOLUTIONS","['Services aux entreprises', 'Marketing, communication', 'Solution', 'mesure', 'Feedback client', 'temps réel', 'BtoB']","Solution de mesure du Feedback client en temps réel"
"SEMANTIWEB","['Services aux entreprises', 'Web marketing, publicité en ligne', 'Audit', 'conversationnel', 'marketing', 'insight', 'BtoB']","Audit conversationnel et marketing de l'insight"
"HOLI","['Electronique & Composants', 'Objets connectés', ""lampe d'ambiance"", 'contrôlée', 'iPhone', 'iPad', 'BtoC']","La première lampe d'ambiance contrôlée par iPhone et iPad"
"SKEROU","['Services aux particuliers', 'appli', 'révolutionne', 'courses', 'BtoC']","L'appli qui révolutionne vos courses"
"SHOPANDTIP","['SSII & NTIC', 'Internet', 'shopping en ligne', 'bouche-à-oreille', 'jeu', 'fun', 'lucratif', 'BtoB', 'BtoC']","Révolutionne le shopping en ligne et transforme le bouche-à-oreille entre amis en un jeu fun et lucratif"
"TEKIN","['Electronique & Composants', 'Objets connectés', 'objet connecté', 'système communicant', 'radio', 'objet numérique', 'BtoB']","Concepteur de produits et services innovants pour le monde des objets connectés"
"DATANANAS","['Services aux entreprises', 'Marketing, communication', 'listes', 'prospects', 'B2B', 'réseaux sociaux', 'BtoB']","Construisez des listes de prospects B2B à partir des réseaux sociaux"
"BEALDER","['SSII & NTIC', 'Internet', 'espace', 'physique', 'connecté', 'BtoB', 'BtoC']","Créer un espace physique connecté"
"HEURITECH","['SSII & NTIC', 'Big Data', 'EdTech', 'problématiques', 'Big Data', 'machine learning', 'BtoB']","Société spécialisée dans les problématiques Big Data"
"SKEYELABS","['Transport & Logistique', 'Drones', 'aériens', 'épandage', 'produits biocontrole', 'BtoB']","Drones aériens pour l'épandage de produits biocontrole"
"INNOVATM","['Transport & Logistique', 'Aéronautique', 'contrôleur aérien', 'flux aériens', 'BtoB']","Révolutionne la gestion des flux aériens"
"MOOZAR","['Art, Culture, Loisirs, Sport', 'Récompensez', 'artistes', 'BtoC']","Récompensez les artistes directement, simplement & librement"
"KIZYM","['Art, Culture, Loisirs, Sport', 'Plateforme web', 'musiciens', 'vendre', 'morceaux', 'albums', 'BtoC']","Plateforme web accessible gratuitement permettant aux musiciens de vendre leur morceaux et albums"
"FANTOUCH","['Art, Culture, Loisirs, Sport', 'application', '2.0', 'Artistes', 'fans', 'BtoC']","La première application 2.0 dédiée aux Artistes et à leurs fans"
"EVADILI","['Voyage, Hébergement', 'tourisme', 'loisirs', 'marketplace', 'activités', 'aventure', 'BtoB', 'BtoC']","Site de réservation d'activités de tourisme d'aventure"
"JAMMIES","['Services aux particuliers', 'musique', 'jam', 'CtoC']","Permet d'organiser ou de participer facilement à une jam session"
"HOME LIKE YOU","['Services aux particuliers', 'tourisme', 'hébergement', 'échange', 'location', 'CtoC']","Plateforme communautaire qui propose d'échanger ou de louer sa résidence"
"MUZRS","['Art, Culture, Loisirs, Sport', 'plateforme', 'sociale', 'microcosme', 'industrie musicale', 'BtoB', 'BtoC']","La plateforme sociale qui réunira tout le microcosme de l’industrie musicale"
"SIMBALS","['SSII & NTIC', 'Media', 'technologies', 'musique', 'numérique', 'médias', 'connectés', 'BtoC']","Technologies innovantes pour la musique numérique et les médias connectés"
"UNIQUESOUND","['Art, Culture, Loisirs, Sport', 'Place de marché', 'marques', 'agences', 'producteurs', 'compositeurs de musique', 'talent', 'BtoB']","Place de marché qui permet aux marques, agences et producteurs d'accéder directement aux compositeurs de musique de talent"
"MIXVIBES","['Art, Culture, Loisirs, Sport', 'Programme', 'mixer', 'audio', 'BtoC']","Programme pour mixer l'audio sur votre PC"
"FRANCE BARTER","['Services aux entreprises', 'Barter', 'échange', 'economie sociale', 'commerce', 'BtoB']","Premier réseau d'échanges entre entreprises à l'aide d'une monnaie virtuelle"
"MY COVER MUSIC","['Art, Culture, Loisirs, Sport', 'réseau social', 'musical', 'BtoC']","Le plus grand réseau social musical jamais créé sur la Toile"
"SOSAV","['Electronique & Composants', 'Multimedia, Divertissement', 'Guides', 'réparations', 'pièces détachées', 'smartphones', 'tablettes', 'consoles', 'ordinateurs', 'électroménager', 'BtoC']","Guides de réparations et pièces détachées pour smartphones, tablettes, consoles, ordinateurs, électroménager"
"MENUPRIVE","['Restauration, Cuisine, Alimentation', 'Ventes', 'privées', 'Gastronomiques', 'CtoC']","Ventes privées Gastronomiques"
"LEKA","['Santé, Biotech, Chimie', 'smart toys', 'robotisés', 'interactifs', 'enfants', 'autistes', 'BtoC']","Développe des smart toys robotisés et interactifs pour les enfants autistes"
"FIDMYSHOP","['Services aux particuliers', 'application mobile', 'fidèles', 'commerçants', 'BtoB', 'BtoC']","L'application mobile qui vous permet de toujours rester fidèles chez vos commerçants"
"WEB-COMMERCANT.FR","['Services aux particuliers', 'chèque', 'cadeau', 'ecommerce', 'BtoC']","Boutique en ligne de chèque cadeau dédiée aux commerçants de proximité"
"KADOR","['SSII & NTIC', 'innovation', 'startups', 'plateforme']","Connecter les entrepreneurs du digital et les entreprises pour des missions en innovation"
"ONAIR","['SSII & NTIC', 'Media', 'Application mobile', 'alerte', 'personnalités', 'ondes', 'radio', 'TV', 'BtoC']","Application mobile innovante qui vous alerte lorsque vos personnalités préférées passent sur les ondes, radio ou TV"
"PRIZM","['Electronique & Composants', 'Objets connectés', 'EdTech', 'objet connecté', 'enceintes', 'intelligentes', 'BtoC']","Un objet connecté qui rend vos enceintes intelligentes"
"DIAL ONCE","['SSII & NTIC', 'Télecommunication', 'communication', 'privilégié', 'clients', 'appel téléphonique', 'BtoB', 'BtoC']","Profitez d’un nouvel espace de communication privilégié avec vos clients lors d’un appel téléphonique"
"LUNII","['Education, Apprentissage', 'EdTech', 'Conteur', 'interactif', 'récits', 'imaginaires', 'BtoC']","Conteur interactif de récits imaginaires"
"SOREPOL","['Cleantech, Energie', 'Recyclage', '', 'Technologies', 'traitement', 'effluents', 'industriels', 'BtoB']","Technologies innovantes de traitement des effluents industriels"
"GELEC ENERGY","['Cleantech, Energie', 'Développement durable', '', 'Développeur', 'Groupes électrogènes', 'BtoB']","Développeur de Groupes électrogènes"
"ECHOSYSTEMS","['Immobilier, BTP, Architecture', 'Immobilier', 'logiciels', 'pilotage', 'optimisation', 'parcs immobiliers', 'BtoB']","Développe des logiciels innovants dédiés au pilotage et à l’optimisation de parcs immobiliers"
"NEODYSS","['Cleantech, Energie', 'Recyclage', '', 'solution', 'innovante', 'valoriser', 'gaz des torchères', 'BtoB']","Une solution innovante pour valoriser le gaz des torchères"
"PHENIX","['Cleantech, Energie', 'Recyclage', 'Solution', 'innovante', 'nouvelle vie', 'produits invendus', 'BtoB']","Solution innovante qui donne une nouvelle vie aux produits invendus"
"SQUARP INSTRUMENTS","['Electronique & Composants', 'Multimedia, Divertissement', 'invente', 'interfaces', 'musicales', 'BtoC']","Invente les interfaces musicales de demain"
"PLANBMOBILE","['Services aux entreprises', 'Marketing, communication', 'agence', 'marketing', 'social media', 'application', 'BtoB']","agence de marketing mobile Innovante spécialisée dans le développement de sites mobiles et d’applications iPhone, iPad et Androïd pour le business"
"IDOL","['SSII & NTIC', 'Media', 'distributeur', 'digital', 'labels', 'musique', 'indépendants', 'BtoB']","Un distributeur digital au service des labels de musique indépendants"
"BELIEVE DIGITAL","['SSII & NTIC', 'Media', 'distribution', 'services', 'numériques', 'artistes', 'labels', 'indépendants', 'BtoB']","La premiere société de distribution et de services numériques dédiée aux artistes et labels indépendants"
"KOALITICK","['Art, Culture, Loisirs, Sport', 'Musique', 'Fintech', 'site', 'financement participatif', 'concerts', 'BtoC']","Le premier site de financement participatif de concerts"
"ICONCERTS","['SSII & NTIC', 'Media', 'chaîne', 'multimédia', 'musique', 'live', 'BtoC']","Chaîne multimédia innovatrice consacrée à la musique live"
"SCORE N CO","['Services aux particuliers', 'Site communautaire', 'partage', 'diffusion', 'résultats', 'sport', 'CtoC']","Site communautaire de partage et de diffusion de résultats et d’événements sportifs"
"BANDSQUARE","['Art, Culture, Loisirs, Sport', 'plateforme', 'artistes', 'ville', 'BtoC']","La plateforme qui fait venir les artistes dans votre ville"
"MUSICOVERY","['Art, Culture, Loisirs, Sport', 'webradio', 'interactive', 'BtoC']","Une webradio interactive"
"XEE","['Electronique & Composants', 'Objets connectés', 'boîtier', 'connecte', 'véhicule', 'BtoC']","Le boîtier qui vous connecte enfin à votre véhicule"
"LE VESTIBULE","['Mode, Textile, Beauté', 'emprunter', 'fringues', 'mode', 'CtoC']","Le premier lieu pour emprunter des fringues comme on emprunte des livres à la bibliothèque"
"TRYANE","['SSII & NTIC', 'Internet', 'tableau de bord', 'performance', 'digitale', 'BtoB']","Le tableau de bord de votre performance digitale"
"YSEOP","['SSII & NTIC', 'Big Data', 'Logiciel d’entreprise', 'intelligence artificielle', 'performance', 'cadres', 'automatisant', 'écriture', 'BtoB']","Logiciel d’entreprise basé sur l’intelligence artificielle qui révolutionne la performance des cadres en automatisant l’écriture"
"CLUE ME","['Immobilier, BTP, Architecture', 'BTP, Architecture', 'BtoC', 'design&build', 'aménagement', 'rénovation', 'bureaux', 'restaurant', 'magasin', 'retail', 'clé en main', 'startup']","Design & Build pour bureaux, magasins et restaurants"
"C-RADAR","['SSII & NTIC', 'Big Data', 'Ventes prédictives', 'leads B2B', 'BtoB']","Ventes prédictives et génération de leads B2B"
"VIRTUALSCALE","['SSII & NTIC', 'Big Data', 'Opérateur', 'plateforme', 'Hadoop as a Service', 'BtoB']","Opérateur de plateforme Hadoop as a Service"
"WIBILONG","['Services aux particuliers', 'réseau social', 'consommateurs', 'BtoC']","Le réseau social des consommateurs"
"CONTENT SQUARE","['SSII & NTIC', 'Big Data', 'plateforme', 'BigData', 'audit', 'testing', 'optimisation', 'web', 'mobile', 'BtoB']","Première plateforme BigData d’audit, de testing et d’optimisation web et mobile"
"REALYTICS","['Services aux entreprises', 'Web marketing, publicité en ligne', 'Mesurez', 'impact', 'online', 'pubs TV', 'audience', 'BtoB']","Mesurez l’impact online de vos pubs TV et ciblez la meilleure audience"
"TASTEHIT","['SSII & NTIC', 'Internet', 'EdTech', 'Personnalisation', 'e-commerce', 'BtoC']","Personnalisation d'e-commerce"
"SEEVIBES","['Services aux entreprises', 'Marketing, communication', 'mesure', 'audience', 'sociale', 'télé', 'BtoB']","Leader de la mesure d'audience sociale de la télé"
"ASK DISTRIBUTION","['Services aux particuliers', 'Boutique', 'en ligne', 'fournitures', 'équipements de bureau', 'loisirs créatifs', 'services généraux', 'BtoB', 'BtoC']","Boutique en ligne de fournitures et d'équipements de bureau, de loisirs créatifs et de services généraux"
"VEGEPLAST","['Santé, Biotech, Chimie', 'Bioplastique', 'Biodégradable', 'compostable', 'BtoB', 'BtoC']","Bioplastique Biodégradable compostable"
"SCRIPT AND GO","['Services aux entreprises', 'Productivité', 'tablettes', 'mobiles', 'reconnaissance', 'écriture', 'manuscrite', 'BtoB']","Solutions sur tablettes dédiées aux professionnels mobiles et basées sur la reconnaissance d’écriture manuscrite"
"ISTATUT","['Services aux entreprises', 'Juridique, Administratif', 'Plateforme', 'créer', 'en ligne', 'Entreprise', 'Association', 'se déclarer', 'Auto-Entrepreneur', 'BtoB']","Plateforme automatisée pour créer en ligne une Entreprise, une Association ou pour se déclarer Auto-Entrepreneur gratuitement"
"CLIC FORMALITES","['Services aux entreprises', 'Juridique, Administratif', 'cabinet', 'formalités', 'BtoB']","Votre cabinet de formalités"
"OPENOOX","['SSII & NTIC', 'Internet', 'page d’accueil', 'Internet', 'universelle', 'personnalisable', 'BtoC']","Votre nouvelle page d’accueil Internet universelle et personnalisable"
"ARTECITA","['Art, Culture, Loisirs, Sport', 'Site web', 'marchand', 'collaboratif', 'artistes', ""amateurs d'art"", 'BtoC']","Site web marchand collaboratif pour les artistes et amateurs d'art"
"AFROSTREAM","['SSII & NTIC', 'Media', 'Films', 'séries', 'Afro', 'BtoC']","Profitez de films et séries Afro"
"MOBILEAD","['SSII & NTIC', 'Internet', 'Systèmes', 'identification', 'lecture', 'optique', 'radiofréquence', 'BtoB']","Systèmes d’identification par lecture optique et radiofréquence"
"TROC-CADEAUX","['Services aux particuliers', 'échange', 'cadeaux', 'revente', 'CtoC']","Votre site d'annonces en échange et revente de cadeaux"
"INOPS","['Services aux entreprises', 'Conseil', 'prestations', 'intellectuelles', 'expertises', 'IT', 'conseils', 'métiers', 'BtoB']","Le premier acteur de prestations intellectuelles d’expertises IT et de conseils métiers"
"YOUFID","['Services aux particuliers', 'carte', 'fidélité', 'multi-enseignes', 'BtoC']","Votre nouvelle carte de fidélité multi-enseignes"
"SAVE MY SMARTPHONE","['Electronique & Composants', 'Multimedia, Divertissement', 'service', 'réparation', 'Smartphones', 'Tablettes tactiles', 'BtoC']","Entreprise de service de réparation de Smartphones et Tablettes tactiles"
"BIZMARKS","['SSII & NTIC', 'salaries', 'notent', 'entreprise', 'BtoB', 'BtoC']","Les salariés notent leur entreprise"
"MARCO VASCO","['Voyage, Hébergement', 'tour Opérateur', 'voyages sur mesure', 'BtoC']","Un tour Opérateur, créateur de voyages sur mesure en Afrique, Asie, Amérique et Pacifique"
"LA BOUSSOLE","['SSII & NTIC', 'Curation web, Moteur de recherche', 'moteur de recherche', 'comparateur de prix', 'High Tech', 'éléctroménager', 'BtoC']","Le moteur de recherche unique et comparateur de prix transparent pour le High Tech et l'éléctroménager"
"ORGANILOG","['Services aux entreprises', 'Productivité', 'cloud', 'application', 'gestion', 'planning', 'solutions logicielles', 'BtoB']","Solution de gestion d'interventions. Application Cloud et Mobile"
"HANDY & CIE","['Education, Apprentissage', 'EdTech', 'coffret', 'mensuel', 'activités', 'ludiques', 'éducatives', 'enfants', 'BtoC']","Le coffret mensuel d'activités ludiques, originales et éducatives, pour les enfants de 3 à 6 ans et de 7 à 10 ans"
"WE LINK","['Services aux entreprises', 'Conseil', ""stratégie d'entreprise"", 'conseil', 'communication', 'structures', 'accompagnement', 'innovation', 'BtoB']","Une startup à la croisée de la stratégie d'entreprise et du conseil en communication dédiée aux startups et aux structures d'accompagnement de l'innovation"
"TEE KLUB","['Mode, Textile, Beauté', 'Marque', 'tee shirts', 'art graphique', 'musique', 'BtoC']","Marque de tee shirts liant art graphique et musique"
"LEAVEASY","['Immobilier, BTP, Architecture', 'Immobilier', 'Sous-louer', 'logement', 'étudiants', 'BtoC']","Sous-louer un logement entre étudiants n'a jamais été aussi simple"
"CUISINES ET BON PLANS","['Services aux particuliers', 'site', 'annonces', 'cuisine aménagée', 'BtoC']","Le premier site d'annonces dédié à la cuisine aménagée"
"NOUNOU-TOP","['Services aux particuliers', 'RoboTech', ""garde d'enfant"", 'internet', 'BtoC']","Numéro 1 de la garde d'enfant sur internet"
"BEYAT","['Immobilier, BTP, Architecture', 'Immobilier', 'Logiciel', 'immobilier', 'BtoB']","Logiciel immobilier innovant et simple d'utilisation"
"YKONE","['Services aux entreprises', 'Web marketing, publicité en ligne', 'Agence digitale', 'médias sociaux', 'marques de luxe', 'BtoB']","Agence digitale spécialisée dans les médias sociaux et les marques de luxe"
"ALPHONSE-LAB","['SSII & NTIC', 'Media', 'Services', 'diffusion', 'numérique', 'livre', 'presse', 'BtoB', 'BtoC']","Services de diffusion numérique dédiés à l’industrie du livre et de la presse"
"BOURSEDESCREDITS.COM","['Finance', 'place de marché', 'crédits', 'assurance', 'BtoB', 'BtoC']","La place de marché crédits et assurances"
"ALLSETFOR.COM","['Services aux entreprises', 'Productivité', 'Plateforme collaborative gratuite', ""dédiée à la recherche d'experts et à l'optimisation des achats de formations professionnelles""]","Plateforme collaborative gratuite, dédiée à la recherche d'experts et à l'optimisation des achats de formations professionnelles"
"ALORS CA POUSSE","['Mode, Textile, Beauté', 'Cosmétique', 'Artisanale', 'BtoC']","Haute Cosmétique Artisanale"
"MARVINSTREET","['Mode, Textile, Beauté', 'Marque', 'streetwear', 'arts', 'sports urbains', 'BtoC']","Marque de streetwear destinée à l'origine aux arts et sports urbains"
"THEORIZ","['Art, Culture, Loisirs, Sport', 'RoboTech', 'Studio', 'Art', 'technologie', 'BtoB', 'BtoC']","Studio d'Art et technologie"
"PRESIDENCE PHILATELIE","['Art, Culture, Loisirs, Sport', 'négoce', 'timbres-poste', 'rares', 'collections', 'timbres', 'BtoC']","Société de négoce de timbres-poste rares ainsi que de collections entières de timbres"
"BOCKAL","['Restauration, Cuisine, Alimentation', 'gamme', 'plats cuisinés', 'sains', 'en bocal', 'BtoC']","Propose une gamme de plats cuisinés sains en bocal"
"KADATA","['SSII & NTIC', 'Cloud', 'base de données', 'database', '']","Structurez naturellement vos données"
